CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
710729358,40,F,2,High School,Single,Unknown,Blue,30,6,3,4,6479,0,6479,0.946,2539,42,0.5,0
717477783,49,F,4,Unknown,Single,Less than $40K,Silver,37,1,2,2,10195,2389,7806,0.427,1563,36,0.44,0.234
789942033,43,M,4,Graduate,Single,$60K - $80K,Blue,34,5,3,3,10573,0,10573,0.794,2237,43,0.387,0
717949008,40,F,4,High School,Single,$40K - $60K,Blue,29,5,2,3,1554,412,1142,0.568,2341,43,0.483,0.265
712734933,43,F,2,College,Married,Less than $40K,Blue,36,5,2,3,4020,0,4020,0.563,1952,39,0.345,0
713163258,38,F,2,Unknown,Married,Unknown,Blue,33,4,3,3,3388,0,3388,0.368,1959,52,0.857,0
713334483,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,5,2,3,8766,0,8766,0.702,2263,35,0.522,0
713025558,53,F,5,Doctorate,Single,Less than $40K,Blue,38,3,2,3,1438.3,0,1438.3,0.367,1935,47,0.469,0
809565183,52,F,1,Graduate,Single,Less than $40K,Blue,47,3,3,4,1842,625,1217,0.729,2650,43,0.483,0.339
713685033,44,F,2,Graduate,Married,Less than $40K,Blue,33,3,2,2,2417,0,2417,0.389,1848,38,0.407,0
720941433,53,F,3,High School,Married,Less than $40K,Blue,41,3,3,2,1547,0,1547,0.845,2312,43,0.303,0
787493808,48,F,4,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,2700,2480,220,0.686,2396,49,0.531,0.919
711151383,34,F,1,Post-Graduate,Single,Less than $40K,Blue,26,3,2,5,2066,347,1719,0.511,2157,37,0.321,0.168
715297908,41,F,4,College,Unknown,Unknown,Blue,22,4,2,3,1438.3,1125,313.3,0.611,2534,52,0.486,0.782
718812708,57,M,2,Graduate,Single,$120K +,Blue,44,5,3,4,34516,219,34297,0.482,1882,48,0.714,0.006
709505808,45,F,3,College,Single,Unknown,Blue,33,5,3,4,4345,2198,2147,0.465,1918,31,0.292,0.506
711267633,50,F,3,Graduate,Divorced,Less than $40K,Blue,40,5,4,4,4248,316,3932,0.661,2271,36,0.333,0.074
720963258,52,F,3,College,Married,Less than $40K,Blue,40,3,2,3,3474,0,3474,0.735,2675,37,0.48,0
714634983,44,F,1,Unknown,Single,Unknown,Blue,36,3,3,3,3517,0,3517,0.634,2403,48,0.548,0
709005633,62,M,0,High School,Single,$60K - $80K,Blue,51,3,2,4,18734,0,18734,0.674,2112,52,0.857,0
709460883,38,F,2,Doctorate,Married,Less than $40K,Blue,28,5,2,4,1614,0,1614,0.609,2437,46,0.438,0
787665258,47,F,3,Unknown,Married,Less than $40K,Blue,37,1,2,2,1438.3,0,1438.3,0.749,2393,36,0.636,0
816850458,33,M,2,Unknown,Married,$60K - $80K,Blue,28,6,2,4,1698,0,1698,0.823,2448,40,0.379,0
793712658,52,M,3,Graduate,Married,$80K - $120K,Blue,46,4,2,3,15011,2517,12494,0.713,1821,36,0.385,0.168
720085233,51,F,2,Doctorate,Divorced,Unknown,Blue,40,6,3,4,8930,2517,6413,0.661,2167,38,0.357,0.282
827898033,54,F,1,Uneducated,Married,Unknown,Blue,50,4,0,3,2912,0,2912,0.621,2465,54,1.077,0
713952558,53,F,3,Doctorate,Single,Unknown,Blue,43,3,3,2,1790,1474,316,0.595,2128,40,0.429,0.823
771733608,47,F,1,Graduate,Married,$40K - $60K,Blue,35,3,3,5,1438.3,0,1438.3,0.809,2276,40,0.538,0
712849158,55,M,0,High School,Divorced,$80K - $120K,Blue,44,4,3,3,19793,2488,17305,0.594,2186,44,0.467,0.126
711535158,46,F,1,College,Unknown,Unknown,Blue,35,5,3,3,2197,461,1736,0.636,1955,42,0.448,0.21
718311933,53,F,4,Doctorate,Married,Less than $40K,Blue,37,6,2,2,3719,2517,1202,0.666,2587,43,0.536,0.677
718404783,59,F,0,Unknown,Married,Unknown,Blue,49,5,2,4,6996,0,6996,0.871,2384,33,0.375,0
817332483,63,M,0,Doctorate,Single,Unknown,Blue,47,6,4,3,7306,0,7306,0.875,2445,43,0.593,0
710015733,41,F,1,Doctorate,Divorced,Less than $40K,Blue,30,3,3,1,2029,621,1408,1.001,3142,37,0.85,0.306
794965233,51,F,1,Graduate,Married,Less than $40K,Silver,45,6,3,3,13199,781,12418,0.411,1927,44,0.63,0.059
720930633,58,F,0,High School,Single,Less than $40K,Blue,46,5,4,2,1977,0,1977,0.868,2341,37,0.37,0
710136258,33,F,2,Graduate,Single,Less than $40K,Blue,24,6,2,3,1806,0,1806,0.983,2833,43,0.654,0
822132858,41,M,4,Uneducated,Married,$80K - $120K,Blue,37,1,2,2,23250,0,23250,0.564,2205,43,0.654,0
713526258,47,M,3,Uneducated,Single,$120K +,Blue,36,3,3,4,34516,0,34516,0.517,2020,33,0.375,0
780584658,33,F,2,Uneducated,Unknown,$40K - $60K,Blue,22,4,2,2,1843,1293,550,0.349,2077,61,0.694,0.702
709612983,41,F,2,Graduate,Married,$40K - $60K,Blue,36,5,2,4,2990,1828,1162,0.488,2265,41,0.414,0.611
709688883,45,M,3,High School,Unknown,$80K - $120K,Blue,36,4,3,2,3845,0,3845,0.595,2174,39,0.393,0
708692583,44,F,2,High School,Single,Less than $40K,Blue,31,3,3,3,1506,168,1338,0.671,2312,44,0.467,0.112
713815383,53,M,1,High School,Single,$80K - $120K,Blue,36,3,2,2,11778,0,11778,0.603,2147,44,0.375,0
717450633,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,2,4,1659,1544,115,0.408,1920,39,0.345,0.931
717646983,59,F,1,Graduate,Single,Less than $40K,Blue,49,4,3,4,3214,424,2790,0.877,2720,53,0.71,0.132
778837083,50,M,2,Graduate,Married,$80K - $120K,Blue,31,3,3,3,12906,321,12585,0.76,2078,62,0.55,0.025
768632958,59,F,1,Graduate,Single,Unknown,Blue,49,3,4,6,8708,1091,7617,0.904,2508,49,0.885,0.125
715622508,52,M,2,Unknown,Married,$80K - $120K,Blue,41,6,4,3,7904,0,7904,0.712,2094,32,0.231,0
708946008,46,F,3,College,Married,Less than $40K,Blue,36,5,2,2,1438.3,1214,224.3,0.783,2445,39,0.444,0.844
814840833,44,M,4,Doctorate,Married,$120K +,Blue,39,4,3,2,7924,2517,5407,0.663,2393,37,0.682,0.318
712110333,37,F,3,High School,Single,Unknown,Blue,18,4,1,3,2179,0,2179,0.725,2568,48,0.297,0
718673358,35,M,3,Doctorate,Married,$80K - $120K,Blue,30,5,3,4,13590,1528,12062,0.728,2137,52,0.486,0.112
712479633,31,F,1,Unknown,Single,Less than $40K,Blue,20,3,1,2,1695,0,1695,0.561,2428,43,0.593,0
716643033,41,F,2,Graduate,Married,Less than $40K,Blue,31,3,3,3,2580,2137,443,1.056,2981,40,0.481,0.828
713573508,41,M,4,Graduate,Unknown,$40K - $60K,Silver,32,4,2,4,16509,425,16084,0.356,1740,43,0.387,0.026
709430508,40,M,4,High School,Unknown,$40K - $60K,Blue,32,1,2,3,7316,1335,5981,0.563,1849,50,0.471,0.182
713314533,40,M,2,Unknown,Single,$60K - $80K,Blue,27,6,2,3,12283,0,12283,0.413,1993,41,0.323,0
713679633,41,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,5,1438.3,0,1438.3,0.305,1813,51,0.759,0
814191333,55,M,2,Unknown,Divorced,$120K +,Blue,50,5,4,3,24250,278,23972,0.647,2153,41,0.577,0.011
755996583,57,F,2,Uneducated,Single,Less than $40K,Blue,50,5,0,3,2475,0,2475,0.823,2574,43,0.654,0
717074283,45,F,3,Graduate,Divorced,Unknown,Blue,37,5,2,6,17678,0,17678,0.788,2566,49,0.815,0
715960308,53,F,1,Graduate,Divorced,Less than $40K,Blue,44,3,3,3,4090,2517,1573,0.562,2016,49,0.69,0.615
789923058,53,F,1,High School,Married,$40K - $60K,Blue,44,3,3,3,1816,0,1816,0.884,2474,44,0.692,0
779269158,43,F,2,Graduate,Married,Unknown,Blue,25,4,2,4,21961,0,21961,0.653,2237,39,0.393,0
778289883,42,F,2,Graduate,Unknown,Less than $40K,Blue,32,3,3,3,1507,0,1507,0.806,2528,41,0.64,0
769053033,44,F,1,Graduate,Single,$40K - $60K,Blue,38,3,2,5,4142,2517,1625,0.809,2104,44,0.833,0.608
768162108,49,M,3,College,Married,$120K +,Blue,43,5,3,3,4781,0,4781,0.788,2451,50,0.667,0
714581358,48,F,3,Graduate,Single,Less than $40K,Blue,43,3,3,4,1502,0,1502,0.529,2204,36,0.44,0
772394883,60,F,1,Uneducated,Single,Unknown,Blue,50,3,6,3,7359,0,7359,0.768,2869,43,0.433,0
771899433,48,M,3,Graduate,Married,$80K - $120K,Blue,37,5,2,4,7970,2434,5536,0.406,1263,27,0.35,0.305
709711758,45,F,3,Uneducated,Divorced,Less than $40K,Blue,32,3,2,2,1942,0,1942,0.366,1853,31,0.107,0
721137558,40,M,4,Graduate,Divorced,$40K - $60K,Blue,28,1,2,3,5821,894,4927,0.461,2011,42,0.273,0.154
709729533,47,M,3,Uneducated,Single,$40K - $60K,Blue,39,4,3,1,1809,457,1352,0.703,2169,49,0.485,0.253
720991833,48,F,2,Doctorate,Married,Less than $40K,Blue,36,4,3,4,2514,2090,424,0.842,2603,53,0.606,0.831
714102183,50,M,3,Uneducated,Single,$120K +,Blue,36,1,2,3,7970,2282,5688,0.28,1872,41,0.206,0.286
715410783,55,F,1,Unknown,Single,Less than $40K,Blue,36,5,2,3,1836,572,1264,0.758,2400,34,0.789,0.312
767668908,46,F,3,Graduate,Married,Unknown,Blue,40,3,4,3,13095,1836,11259,0.432,1552,32,0.185,0.14
714246333,58,F,4,High School,Married,Unknown,Blue,48,1,4,3,5396,1803,3593,0.493,2107,39,0.393,0.334
755661933,48,F,3,Graduate,Single,$40K - $60K,Blue,41,5,3,3,1899,671,1228,0.736,2434,45,0.406,0.353
716669658,51,F,1,High School,Single,Less than $40K,Blue,33,6,3,3,2006,1608,398,1.043,2760,38,0.652,0.802
802673508,57,M,2,Graduate,Single,$120K +,Blue,51,3,5,3,8760,0,8760,0.726,2460,39,0.56,0
721032633,55,F,3,Unknown,Single,$40K - $60K,Blue,32,5,3,4,2496,1999,497,0.724,2590,50,0.667,0.801
718890933,45,F,4,Doctorate,Married,Less than $40K,Blue,27,3,2,2,1438.3,0,1438.3,0.68,2429,38,0.652,0
714006333,42,F,4,Graduate,Married,Less than $40K,Blue,36,5,2,3,2128,528,1600,0.525,2289,41,0.414,0.248
770596458,45,F,2,Doctorate,Married,Less than $40K,Blue,31,4,3,4,2704,2262,442,0.87,2362,39,0.444,0.837
709534083,58,F,0,Uneducated,Divorced,Less than $40K,Blue,36,3,2,6,9909,0,9909,0.466,1844,41,0.64,0
708949908,50,M,1,Graduate,Divorced,$120K +,Blue,42,1,3,2,1656,0,1656,0.626,2073,44,0.833,0
779310033,42,F,4,Doctorate,Married,Less than $40K,Blue,24,3,2,3,4304,0,4304,0.183,1788,36,0.091,0
714192933,55,F,3,Graduate,Single,Less than $40K,Blue,36,3,3,5,2060,0,2060,0.251,1976,44,0.257,0
796931508,42,M,4,High School,Unknown,$60K - $80K,Blue,36,4,3,4,1871,0,1871,0.73,2593,48,0.548,0
714287583,41,F,3,Unknown,Married,Less than $40K,Blue,32,3,2,3,1438.3,0,1438.3,0.372,1852,38,0.31,0
718975083,47,F,4,Graduate,Single,Less than $40K,Blue,40,6,4,3,2473,0,2473,0.547,2133,44,0.419,0
714031083,46,F,3,Graduate,Unknown,Unknown,Blue,30,3,2,1,8869,0,8869,0.413,1935,40,0.429,0
772442883,51,F,4,Graduate,Married,Unknown,Blue,41,2,3,5,3853,696,3157,0.882,2443,38,0.583,0.181
716570958,50,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,3,2,3,14409,511,13898,0.799,2351,39,0.3,0.035
710116833,59,F,1,High School,Single,$40K - $60K,Blue,36,5,3,3,1665,0,1665,1.01,2748,40,0.333,0
815908908,47,F,4,Uneducated,Single,Unknown,Blue,42,3,4,3,6263,2517,3746,0.857,2613,50,0.724,0.402
721527858,52,F,3,High School,Married,Less than $40K,Blue,40,3,5,1,2003,1735,268,0.855,2343,42,0.355,0.866
712927383,51,F,2,Uneducated,Single,Less than $40K,Blue,36,3,3,3,1438.3,642,796.3,0.405,1939,49,0.4,0.446
711430908,45,F,4,Graduate,Married,Less than $40K,Blue,34,3,2,1,1438.3,0,1438.3,0.685,2153,35,0.346,0
779530908,48,F,3,Unknown,Divorced,Less than $40K,Blue,31,5,2,4,1438.3,0,1438.3,0.5,1897,58,0.706,0
809849358,55,F,2,Graduate,Divorced,Less than $40K,Blue,50,2,6,3,1720,0,1720,0.707,2719,36,0.44,0
721228308,47,F,2,High School,Married,Less than $40K,Blue,39,5,3,3,3899,0,3899,0.718,2182,40,0.429,0
708708858,50,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,4,2422,502,1920,0.997,2548,46,0.484,0.207
789328083,42,F,4,High School,Married,Less than $40K,Blue,32,6,3,3,3454,0,3454,0.862,2826,39,0.625,0
716421633,43,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,4,3523,0,3523,0.973,3174,44,0.222,0
809559933,45,F,3,Graduate,Married,Unknown,Blue,40,3,5,3,4462,706,3756,0.886,2526,41,0.414,0.158
789662283,50,F,3,High School,Married,Less than $40K,Blue,33,3,3,4,2140,0,2140,0.765,2915,50,0.316,0
711527508,46,F,3,High School,Married,$40K - $60K,Blue,34,2,3,2,8583,0,8583,0.358,1794,31,0.292,0
787505133,36,M,3,College,Married,$120K +,Blue,24,2,2,3,11316,1599,9717,0.713,2595,49,0.361,0.141
719018208,52,F,0,Doctorate,Married,Unknown,Blue,46,6,4,3,7210,0,7210,0.769,2516,36,0.8,0
770968383,41,M,4,Graduate,Married,$80K - $120K,Silver,28,3,2,3,34516,825,33691,0.616,2022,52,0.733,0.024
771723408,37,F,2,Unknown,Single,Less than $40K,Blue,25,3,2,4,1690,0,1690,0.69,2645,60,0.622,0
713569158,43,F,3,High School,Single,$40K - $60K,Blue,34,1,3,2,1654,1474,180,0.586,2086,47,0.621,0.891
718626033,47,M,3,High School,Married,$60K - $80K,Blue,39,2,3,2,10061,0,10061,0.787,2802,52,0.529,0
714010383,47,F,5,Uneducated,Single,Unknown,Blue,40,5,4,5,3502,0,3502,0.531,1895,42,0.4,0
712578933,35,F,5,High School,Married,$40K - $60K,Blue,25,3,2,6,1438.3,0,1438.3,0.763,2500,44,0.517,0
711144183,55,F,3,Graduate,Married,Unknown,Blue,45,1,3,1,2815,1848,967,0.563,2618,29,0.45,0.656
785262333,46,M,5,Uneducated,Unknown,$40K - $60K,Blue,40,5,4,3,6185,1960,4225,0.669,2225,45,0.875,0.317
719073483,45,M,3,Uneducated,Married,$80K - $120K,Blue,38,3,3,3,9234,0,9234,0.629,2586,44,0.257,0
719084358,55,F,1,Graduate,Married,Less than $40K,Blue,46,6,4,3,4232,0,4232,0.878,2312,37,0.609,0
712434708,52,F,3,High School,Married,Less than $40K,Blue,39,5,3,2,3302,2517,785,0.705,2682,47,0.516,0.762
708412758,33,F,3,Graduate,Single,Less than $40K,Blue,36,5,2,3,1457,0,1457,0.677,2200,45,0.364,0
713158083,56,M,2,High School,Single,$120K +,Blue,46,2,4,4,7327,0,7327,0.598,2185,41,0.864,0
720010608,37,M,2,Unknown,Single,$40K - $60K,Blue,24,6,2,4,10226,0,10226,0.614,2243,44,0.571,0
711939558,37,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,3,1534,0,1534,0.642,2596,39,0.393,0
716924958,65,F,2,Graduate,Single,Less than $40K,Blue,56,3,0,3,6812,1926,4886,0.735,2288,48,0.778,0.283
711531858,48,F,4,Unknown,Married,Less than $40K,Blue,41,3,3,3,2447,1267,1180,0.449,2132,37,0.37,0.518
819943458,57,M,3,Graduate,Single,$120K +,Blue,52,6,4,3,34516,1000,33516,0.694,1777,37,0.542,0.029
772073508,52,F,1,College,Single,Less than $40K,Blue,41,5,3,6,1764,0,1764,0.824,2740,47,0.343,0
721351983,43,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,3,3492,2517,975,0.6,2510,47,0.621,0.721
714477408,36,F,3,High School,Married,Less than $40K,Blue,36,3,3,3,2977,1340,1637,0.507,2201,39,0.345,0.45
711801933,54,F,4,High School,Single,$40K - $60K,Blue,36,3,3,4,1438.3,0,1438.3,0.641,2092,42,0.68,0
716282208,54,F,2,Post-Graduate,Married,Less than $40K,Blue,48,3,6,3,1638,0,1638,0.163,1702,36,0.125,0
714045783,37,F,2,Graduate,Married,$40K - $60K,Blue,29,2,2,6,2547,1965,582,0.535,2160,46,0.353,0.771
720243933,47,M,2,Uneducated,Married,$60K - $80K,Blue,32,1,3,6,1789,0,1789,0.637,2784,49,0.581,0
716272158,41,F,3,College,Married,$40K - $60K,Blue,15,5,3,4,4312,2517,1795,0.741,2693,56,0.436,0.584
714602658,39,F,1,Graduate,Married,Less than $40K,Blue,36,1,2,3,1462,0,1462,0.393,1998,36,0.161,0
712446783,50,F,4,Graduate,Married,Less than $40K,Blue,30,5,3,4,4038,1530,2508,0.724,2400,41,0.323,0.379
720049083,35,F,1,Unknown,Divorced,Unknown,Blue,24,5,3,3,1438.3,0,1438.3,0.849,2355,47,0.567,0
816378033,46,M,4,Uneducated,Single,$80K - $120K,Gold,41,6,3,2,34516,1104,33412,0.591,1989,47,0.741,0.032
827451333,54,F,2,Uneducated,Married,Less than $40K,Blue,50,3,6,3,2247,0,2247,0.641,2615,37,0.423,0
717202083,46,M,2,Unknown,Single,$80K - $120K,Blue,34,2,3,3,7077,0,7077,0.838,2619,41,0.519,0
789122808,41,F,4,College,Married,$40K - $60K,Blue,29,5,2,3,3281,0,3281,0.875,2907,45,0.406,0
711507783,54,F,2,Doctorate,Single,Less than $40K,Blue,42,3,4,3,1694,0,1694,0.354,1930,41,0.519,0
716856408,39,F,4,Graduate,Single,Less than $40K,Blue,28,5,2,4,1438.3,0,1438.3,0.777,2392,44,0.375,0
720124758,49,M,3,Uneducated,Married,$80K - $120K,Blue,40,5,4,3,2509,450,2059,0.654,2239,47,0.621,0.179
782802033,45,F,4,Unknown,Married,Less than $40K,Blue,39,3,2,2,3411,1472,1939,0.585,2108,55,0.618,0.432
780289308,61,F,0,High School,Married,Less than $40K,Blue,47,1,3,4,4130,0,4130,0.814,2418,57,0.781,0
714503433,57,F,2,Doctorate,Married,Less than $40K,Blue,36,1,3,3,1615,950,665,0.507,2212,43,0.387,0.588
715497558,44,F,1,College,Married,Less than $40K,Blue,36,6,3,3,3052,0,3052,0.868,2598,47,0.469,0
717252483,57,F,2,Graduate,Married,Less than $40K,Blue,41,3,3,3,2796,0,2796,0.729,2196,35,0.75,0
719742108,38,F,1,High School,Single,Less than $40K,Blue,26,5,2,4,3554,0,3554,0.782,2372,44,0.63,0
717208833,34,F,3,High School,Single,Less than $40K,Blue,21,2,2,2,1576,0,1576,0.789,2703,56,1,0
713463708,40,F,4,Graduate,Single,Less than $40K,Blue,25,4,2,3,1438.3,0,1438.3,0.628,2493,42,0.5,0
711790308,54,F,0,High School,Unknown,Less than $40K,Blue,34,4,3,3,2223,632,1591,0.665,2538,49,0.581,0.284
712046808,49,F,3,Doctorate,Divorced,Unknown,Blue,42,1,3,3,3802,1558,2244,0.489,2003,43,0.593,0.41
708888633,52,M,3,Doctorate,Married,$80K - $120K,Blue,36,2,3,3,3022,895,2127,0.95,2724,38,0.9,0.296
812406183,45,F,4,Unknown,Single,Less than $40K,Blue,40,5,4,3,1438.3,0,1438.3,0.605,2207,41,0.64,0
714595983,49,F,1,Uneducated,Married,$40K - $60K,Blue,41,4,3,3,1438.3,522,916.3,0.383,2030,37,0.37,0.363
720270633,40,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,1,1516,0,1516,0.737,2709,54,0.385,0
718653333,45,F,2,College,Single,Less than $40K,Blue,33,1,3,3,1833,0,1833,0.549,2037,31,0.292,0
711724083,27,F,0,Unknown,Single,Less than $40K,Blue,16,6,1,3,1835,1647,188,0.513,1903,44,0.63,0.898
713422083,30,F,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,1574,0,1574,0.582,2560,59,0.788,0
712222758,38,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,2300,0,2300,0.703,2500,47,0.119,0
718148358,50,F,3,High School,Married,Less than $40K,Blue,36,2,3,3,1572,0,1572,0.74,2447,41,0.577,0
794507133,37,F,2,Doctorate,Single,$40K - $60K,Blue,18,4,1,3,1900,0,1900,0.776,2880,46,0.353,0
767266758,41,F,2,High School,Single,Less than $40K,Blue,34,1,3,4,1661,0,1661,0.786,2473,49,0.75,0
720739083,36,F,2,Post-Graduate,Married,Less than $40K,Blue,25,5,2,3,1691,0,1691,0.865,2716,63,0.703,0
713594883,44,F,2,Uneducated,Single,Unknown,Blue,32,5,3,3,1486,849,637,0.621,2380,43,0.87,0.571
714962658,35,M,2,Unknown,Single,Less than $40K,Blue,36,5,3,3,1931,0,1931,0.862,2482,40,0.6,0
717429258,48,F,3,Doctorate,Single,Less than $40K,Blue,39,3,3,4,1644,500,1144,0.784,2450,45,0.406,0.304
709548783,44,M,2,Doctorate,Unknown,$40K - $60K,Blue,36,5,3,4,1438.3,0,1438.3,0.602,2100,54,0.588,0
713336883,61,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,1760,0,1760,0.457,2285,46,0.643,0
809626983,48,F,3,High School,Married,Less than $40K,Blue,43,3,3,3,1670,0,1670,0.707,2790,37,0.321,0
772728933,50,M,2,High School,Married,$120K +,Blue,40,6,4,3,13709,813,12896,0.65,2511,40,0.6,0.059
815320383,46,F,3,Unknown,Unknown,Less than $40K,Blue,41,5,3,2,4710,0,4710,0.717,2690,43,0.955,0
714475908,43,M,2,Uneducated,Single,$60K - $80K,Blue,35,5,3,2,6348,0,6348,0.4,1732,39,0.393,0
716790633,43,M,3,Graduate,Married,$60K - $80K,Blue,36,4,2,3,17239,0,17239,0.393,1789,38,0.357,0
716127333,45,F,3,Graduate,Married,Unknown,Blue,36,5,2,3,18432,484,17948,0.557,2300,45,0.552,0.026
780032208,44,M,3,Graduate,Married,$60K - $80K,Blue,34,5,3,3,14201,0,14201,0.574,2223,47,0.679,0
789052308,40,M,3,Graduate,Unknown,$40K - $60K,Blue,28,6,2,2,4323,0,4323,0.817,2451,38,0.727,0
714948858,50,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,3647,2517,1130,0.842,2935,58,0.933,0.69
719685408,40,M,2,Uneducated,Married,$60K - $80K,Blue,29,3,2,2,6332,318,6014,0.783,2505,43,0.536,0.05
710284233,33,M,4,Uneducated,Married,$80K - $120K,Blue,36,5,3,4,1438.3,0,1438.3,0.98,2439,43,0.72,0
713312208,53,M,1,High School,Married,$40K - $60K,Blue,43,1,2,3,3146,0,3146,0.414,1868,38,0.31,0
779844408,43,F,1,Post-Graduate,Married,Less than $40K,Blue,27,4,3,3,1438.3,0,1438.3,0.481,2137,40,0.333,0
801715383,45,M,4,Graduate,Married,$60K - $80K,Blue,39,6,3,2,12890,0,12890,0.576,2216,51,0.545,0
714188883,46,F,5,Doctorate,Single,Less than $40K,Blue,37,3,2,2,1787,0,1787,0.654,2345,36,0.286,0
708536283,35,M,1,Doctorate,Single,$80K - $120K,Blue,27,3,2,2,2904,2517,387,0.624,2653,46,0.586,0.867
709307808,59,F,2,High School,Married,$40K - $60K,Blue,36,3,3,3,4375,0,4375,0.621,2507,53,0.472,0
715701033,43,M,2,Graduate,Married,$80K - $120K,Blue,33,5,3,3,2111,1761,350,0.753,2112,46,0.769,0.834
718826883,50,M,3,Uneducated,Single,$80K - $120K,Blue,36,6,3,2,6925,0,6925,0.821,2506,36,0.44,0
815504583,48,F,4,Graduate,Single,$40K - $60K,Blue,43,3,2,4,1538,0,1538,0.684,2275,43,0.483,0
709891608,41,M,2,High School,Married,$120K +,Blue,24,5,2,3,9924,0,9924,0.517,1949,43,0.483,0
711949683,55,F,2,College,Divorced,$40K - $60K,Blue,36,6,2,3,4410,2517,1893,0.53,1883,44,0.63,0.571
787747308,49,F,4,Uneducated,Unknown,Less than $40K,Blue,39,6,3,2,3468,2517,951,0.746,2494,39,0.345,0.726
779104608,34,F,3,High School,Unknown,Unknown,Blue,15,5,1,3,1438.3,0,1438.3,0.689,2819,48,0.6,0
713804883,46,F,4,Post-Graduate,Single,Less than $40K,Blue,37,3,2,2,1836,0,1836,0.323,1799,28,0.167,0
753795633,48,F,2,Uneducated,Married,Less than $40K,Blue,41,5,3,2,2964,2517,447,0.699,2327,38,0.81,0.849
817607358,44,F,2,High School,Unknown,Unknown,Gold,35,3,3,3,34516,0,34516,0.767,2227,44,0.63,0
712297683,47,F,3,College,Married,Less than $40K,Blue,35,6,3,2,1781,0,1781,0.693,2196,35,0.75,0
714684933,40,F,1,Uneducated,Married,Less than $40K,Blue,28,5,2,3,3680,0,3680,0.729,2725,41,0.577,0
720742083,48,F,4,Unknown,Married,Less than $40K,Blue,36,4,3,3,2740,2425,315,0.816,2431,46,0.394,0.885
721124658,40,M,3,Uneducated,Single,$80K - $120K,Blue,27,4,2,3,3427,0,3427,0.5,2625,63,0.5,0
720815208,52,M,0,High School,Single,$120K +,Blue,39,5,3,3,34516,216,34300,0.556,2395,47,0.306,0.006
720520308,46,F,4,Graduate,Married,Less than $40K,Blue,28,4,2,3,8318,2517,5801,0.69,2427,52,0.625,0.303
798972183,49,F,2,Unknown,Single,$40K - $60K,Blue,43,1,3,2,1643,526,1117,0.829,2520,38,0.583,0.32
714250908,53,F,2,Graduate,Married,Less than $40K,Blue,47,3,4,2,2927,2517,410,0.419,2231,60,0.875,0.86
719384433,44,F,3,High School,Divorced,Less than $40K,Blue,28,5,2,3,1877,1203,674,0.654,2581,57,0.781,0.641
789880533,46,F,4,Graduate,Single,$40K - $60K,Blue,36,5,3,4,5913,1651,4262,0.79,2404,39,0.56,0.279
711221958,43,F,3,Graduate,Single,$40K - $60K,Blue,26,3,2,2,2867,0,2867,0.703,2646,41,0.464,0
716368008,54,F,1,Graduate,Married,Unknown,Blue,36,4,2,2,3137,959,2178,1.008,2925,41,0.414,0.306
712092783,47,F,3,Doctorate,Single,Less than $40K,Blue,40,6,2,3,2437,0,2437,0.664,2027,42,0.448,0
708726708,42,F,3,Graduate,Single,$40K - $60K,Blue,36,6,2,3,1451,599,852,0.752,2192,35,0.458,0.413
712767858,42,F,0,College,Single,$40K - $60K,Blue,30,5,2,3,1438.3,1223,215.3,0.491,2181,43,0.593,0.85
712445583,33,F,0,College,Single,Unknown,Blue,15,3,1,4,2299,0,2299,0.663,2323,47,0.469,0
713891133,41,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,1438.3,834,604.3,0.407,1890,43,0.387,0.58
779279883,60,F,2,High School,Married,Less than $40K,Blue,42,3,3,2,1438.3,0,1438.3,0.061,1628,42,0.077,0
712953483,64,F,0,Graduate,Single,Less than $40K,Blue,36,1,3,4,1682,0,1682,0.75,1811,39,0.5,0
779029458,54,F,1,Post-Graduate,Single,Less than $40K,Blue,35,4,3,3,1724,0,1724,0.67,2725,47,0.424,0
765459858,47,M,3,Graduate,Divorced,Less than $40K,Blue,40,4,4,3,6397,0,6397,0.632,2511,56,0.556,0
714894708,53,M,1,Uneducated,Unknown,$120K +,Blue,45,4,4,2,23958,2517,21441,0.702,2777,45,0.552,0.105
